,,,,,Type of Product,,,,,,,,,,,,,,,,,Product Display,,,,,,,Package Type,,,,,,,,
S/N,Latitude,Longitude,Type of Outlet,Specify type of outlet,Type of Product (Combined Response),Coca-Cola,Pepsi,Bigi,RC Cola,7Up,Fanta,Sprite,La Casera,Schweppes,Fayrouz,Mirinda,Mountain Dew,Teem,American Cola,Others,Product Type - Others,Product Display (Combined Response),On shelf/carton,In refridgerator/cooler,On display stand,With consumer (actively being consumed),Others,Product Display - Others,Package Type Combined,PET bottle (50cl/1L),Glass bottle (35cl/60cl),Can (33cl),Others,Package Type - Others,Product with Higher shelf/refrigerator presence,Product with Higher shelf/refrigerator presence - Others,Stock condition
853,6.6485042,3.300216,Shop,,Fanta Pepsi Coca-Cola,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Well stocked
854,6.6484996,3.300215,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
855,6.648494,3.3002153,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
856,6.6487546,3.3011808,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
857,6.6489254,3.3016932,Shop,,Coca-Cola 7Up,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On shelf/carton On display stand,1,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Well stocked
858,6.6489279,3.3016915,Kiosk,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Partially stocked
859,6.6491659,3.3029065,Shop,,Coca-Cola 7Up,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
860,6.6051837,3.2729369,Shop,,Coca-Cola American Cola Fanta Bigi Sprite,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
861,6.6051602,3.2729817,Shop,,Fanta American Cola Pepsi Sprite,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
862,6.6052718,3.2727474,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
863,6.60521,3.272944,Shop,,Coca-Cola American Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Almost empty
864,6.605194,3.2729491,Shop,,Pepsi 7Up La Casera American Cola,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
865,6.6052313,3.2729772,Shop,,Coca-Cola Sprite,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
866,6.6051922,3.272973,Shop,,Coca-Cola Fanta Sprite,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
867,6.6051362,3.2728814,Shop,,Coca-Cola 7Up Fanta Teem Pepsi Bigi,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
868,6.6051817,3.2729604,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
869,6.6051987,3.2729817,Restaurant/Bar,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
870,6.6052221,3.2730088,Shop,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
871,6.6052484,3.2729977,Shop,,Coca-Cola Pepsi Fanta La Casera American Cola,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
872,6.6052009,3.2729467,Shop,,Coca-Cola Fanta Sprite 7Up Others,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Bigi tropical,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
873,6.6051612,3.2729623,Shop,,Coca-Cola Pepsi Sprite Others,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Bigi tropical,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
874,6.6051283,3.273005,Supermarket,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
875,6.6051881,3.2729297,Shop,,Coca-Cola Pepsi Bigi Sprite Teem American Cola La Casera Fanta,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Well stocked
876,6.6051727,3.2729561,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite American Cola,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
877,6.6051974,3.2729302,Shop,,Coca-Cola Bigi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
878,6.6051818,3.2729284,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
879,6.6051971,3.2729558,Shop,,Pepsi American Cola Teem,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
880,6.6186852,3.2940219,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera American Cola,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
881,6.61871,3.2940717,Shop,,Coca-Cola Pepsi Sprite Fanta 7Up La Casera American Cola,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
882,6.618065,3.295065,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera American Cola,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Partially stocked
883,6.61794,3.2948367,Shop,,Coca-Cola Pepsi American Cola Sprite Fanta,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
884,6.6151017,3.2958367,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite 7Up La Casera Schweppes American Cola,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
885,6.61417,3.2950867,Shop,,Coca-Cola Pepsi Fanta Sprite 7Up American Cola Teem La Casera Schweppes,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
886,6.6149331,3.2962265,Shop,,Coca-Cola Pepsi Fanta Sprite La Casera American Cola,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
887,6.6204144,3.299261,Shop,,Coca-Cola Pepsi La Casera Sprite Fanta 7Up American Cola,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
888,6.6220346,3.2956175,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera American Cola Teem,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
889,6.6219267,3.2956483,Shop,,Coca-Cola Pepsi 7Up Fanta Bigi La Casera American Cola,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
890,6.621915,3.2956233,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola La Casera Schweppes,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Partially stocked
891,6.6192217,3.29572,Shop,,Coca-Cola Pepsi Fanta Sprite La Casera Schweppes American Cola,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
892,6.6188683,3.2956433,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola Others,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,Pop Cola,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Pop Cola,Well stocked
893,6.6186367,3.2954167,Shop,,Coca-Cola Pepsi Bigi American Cola Sprite Fanta La Casera,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
894,6.6182019,3.2951839,Shop,,Coca-Cola Pepsi American Cola Sprite Fanta 7Up,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
895,6.6182534,3.2948765,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite American Cola Schweppes La Casera,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
896,6.618395,3.2945633,Shop,,Coca-Cola Pepsi 7Up Bigi Fanta Sprite American Cola Teem,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
897,6.5994514,3.2922125,Restaurant/Bar,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera American Cola Teem,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,,In refridgerator/cooler On display stand,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
898,6.5996816,3.293045,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
899,6.5996654,3.2931267,Supermarket,,Coca-Cola Pepsi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,,On display stand In refridgerator/cooler,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
900,6.5993004,3.2944106,Supermarket,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,On display stand In refridgerator/cooler,0,1,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
901,6.5993805,3.2947063,Supermarket,,Coca-Cola Bigi Pepsi RC Cola 7Up Fanta Sprite La Casera Schweppes Fayrouz Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,In refridgerator/cooler On display stand,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
902,6.5991823,3.2949509,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite La Casera American Cola,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,,On display stand In refridgerator/cooler,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
903,6.5991062,3.2950231,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
904,6.5989458,3.2951962,Others,Pharmacy,Coca-Cola Pepsi Fanta Sprite American Cola Bigi,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand In refridgerator/cooler,0,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
905,6.5987748,3.2950212,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite American Cola,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,,In refridgerator/cooler On display stand,0,1,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Partially stocked
906,6.5981981,3.2946825,Shop,,Coca-Cola Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
907,6.5981318,3.2946224,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite La Casera Schweppes Mirinda American Cola,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
908,6.5978799,3.2944669,Kiosk,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,In refridgerator/cooler,0,1,0,0,0,,Can (33cl),0,0,1,0,,Coke,,Well stocked
909,6.5975464,3.2941863,Shop,,Coca-Cola Pepsi 7Up Sprite American Cola,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Well stocked
910,6.5972907,3.2940485,Shop,,Coca-Cola 7Up Fanta Sprite American Cola Teem La Casera Schweppes Bigi,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
911,6.5971986,3.2941199,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes Mountain Dew Teem American Cola,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,Coke,,Well stocked
912,6.5970872,3.2942745,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
913,6.54598,3.23473,Shop,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
914,6.5465784,3.2344666,Shop,,Bigi Sprite La Casera,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
915,6.5468117,3.2344,Shop,,Sprite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
916,6.5479708,3.2338096,Shop,,Bigi Coca-Cola Fanta,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Almost empty
917,6.54906,3.2325667,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Almost empty
918,6.5494111,3.2318517,Shop,,Pepsi Fanta,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
919,6.54953,3.2313533,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
920,6.54958,3.2313217,Shop,,Fanta Sprite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Others,Outside and inside,Partially stocked
921,6.5503983,3.229235,Shop,,Pepsi Mirinda,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Well stocked
922,6.5504067,3.2291917,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Well stocked
923,6.5504543,3.2289697,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Inside,Well stocked
924,6.5511567,3.2277883,Shop,,Bigi American Cola,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
925,6.55131,3.2274633,Shop,,Fanta Coca-Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
926,6.5510365,3.2282829,Shop,,Fanta American Cola,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Almost empty
927,6.5504717,3.2305767,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Partially stocked
928,6.5489117,3.2331633,Shop,,Pepsi Mirinda,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Partially stocked
929,6.5489117,3.2331633,Shop,,Fanta Pepsi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
930,6.5489933,3.2332233,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
931,6.5489933,3.2332233,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Well stocked
932,6.5388398,3.2543477,Shop,,Fanta American Cola,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Almost empty
933,6.5396467,3.256575,Shop,,Coca-Cola Pepsi American Cola La Casera,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
934,6.5392867,3.25682,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
935,6.5393667,3.25677,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
936,6.5391917,3.25691,Shop,,Coca-Cola Pepsi Mirinda Fanta 7Up,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Partially stocked
937,6.538595,3.2538317,Shop,,Pepsi Coca-Cola 7Up Others,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Limca,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Out of stock
938,6.5391167,3.256975,Shop,,Fanta Coca-Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
939,6.5391517,3.257445,Shop,,Coca-Cola La Casera,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
940,6.54027,3.2561033,Shop,,Coca-Cola Fanta Bigi,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
941,6.54014,3.2567633,Shop,,Coca-Cola Bigi Sprite Fanta American Cola La Casera,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
942,6.5401733,3.2562417,Shop,,Coca-Cola Pepsi American Cola Bigi Fanta,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler On display stand,1,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
943,6.5383683,3.2575533,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Almost empty
944,6.5390083,3.257325,Shop,,Fanta Sprite Coca-Cola 7Up,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,Fanta,Well stocked
945,6.5403631,3.2559085,Shop,,7Up Coca-Cola Sprite Fanta,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
946,6.5376013,3.2528093,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,In refridgerator/cooler On shelf/carton,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
947,6.5381433,3.253305,Shop,,Coca-Cola Pepsi 7Up Fanta Others,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Limca,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Partially stocked
948,6.5379918,3.2531416,Shop,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Almost empty
949,6.5386967,3.2530017,Shop,,Coca-Cola Pepsi 7Up Mirinda,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
950,6.5380681,3.2532065,Shop,,Coca-Cola 7Up Sprite,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
951,6.5384817,3.2536567,Shop,,Coca-Cola 7Up Sprite,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Out of stock
952,6.5404517,3.2556317,Others,Open space on a street,Coca-Cola Pepsi American Cola 7Up Fanta La Casera,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
953,6.5386183,3.2527467,Shop,,Coca-Cola American Cola Pepsi 7Up Fanta Sprite La Casera Mirinda Teem,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Partially stocked
954,6.5381017,3.252225,Kiosk,,Coca-Cola Pepsi 7Up Fanta Sprite Mirinda,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
955,6.5368569,3.2527309,Supermarket,,Coca-Cola Pepsi Fanta Others,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Pop cola,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
